숙소명,시군구명,숙소설명
별이든 샘 펜션,철원군,"별이든 샘 펜션은 편안한 객실과 평화로운 풍경으로 휴식을 취할 수 있으며 미니축구장에서 즐거운 시간을 보낼 수 있다. 또한 무공해 푸른 텃밭에서 항상 싱싱한 야채(상추, 오이, 깻잎)를 제공하고 있다."
노스텔지아 펜션,철원군,"노스텔지아 펜션은 연인, 가족 및 단체가 이용할 수 있도록 원룸, 복층룸, 단체룸, 가족룸의 고급스러운 객실로 이루어져 있으며, 각 객실은 TV, 에어컨, 옷장, 무료 와이파이등 각종 편의 집기품들이 잘 갖춰져있다. 부대시설로는 넉넉한 수영장, 낚시터&연못, 족구장, 산책로, 바베큐장등 다양한 편의시설이 준비되어 있다. 노스텔지아만의 차별화 된 한탄강 레프팅, 서바이벌게임, 볼링, 산악바이크 등 다양한 레저스포츠를 경험해 볼 수 있다."
별헤는밤,철원군,"별헤는밤 펜션은 유럽식 목조주택으로 뒤로는 철원의 명산 금학산의 정기를 받고 있고 앞으로는 사냥한 동물의 뼈를 모아서 담을 쌓았다는 유래를 가진 담터 계곡의 맑은 물이 흐르고 있다. 탁 트인 시야와 넓은 데크, 자연석으로 쌓은 웅장한 조경이 돋보이는 아름다운 집이다. 앞에는 6,600㎡의 주차장과 야영객이 야영할 수 있는 넓은 야영장(담터 오토캠프장)이 있으며, 가족이 함께 사용할 수 있는 족구장, 배드민턴장이 있다."
오벨리스크,철원군,넓은 들판 사이로 보이는 유럽형 펜션 오벨리스크는 강가를 거닐며 도심의 스트레스를 날려버리고 포근하고 정겨운 시골의 향기를 느낄 수 있는 곳이다.
한탄강 디퍼펜션,철원군,"맑고 푸른 물과 조화를 이루는 한탄강만의 절경을 바로 맛볼 수 있는 곳에 위치한 디퍼펜션은 직탕폭포와 번지점프, 그리고 래프팅을 할 수 있는 천연의 조건을 갖추고 있으며 바비큐 시설과 편안한 쉼터의 공간도 갖추고 있다. 목조형 호텔실 펜션으로 가족, 커플, 워크샵, MT, OT 모임 시 좋다. 총 7개의 객실이 준비되어 있으며, 최대 55명까지 수용 가능하다. 일상을 벗어나 천혜의 자연환경과 함께 편안한 휴식을 취할 수 있는 무공해 청정펜션이다."
마운틴밸리 펜션,철원군,"마운틴밸리펜션은 한탄강계곡이 펜션 앞을 사시사철 흐르고 버들치와 다양한 민물고기가 노닐고 있는 곳이다. 봄에는 산새들이 지저귀고, 주위의 산과 들에는 화사한 꽃들이 피어난다. 또한 솔바람 가득한 푸른 숲이 병풍처럼 둘러싸여 있으며 마운틴밸리펜션에서 바라본 밤하늘은 쏟아지는 별들의 불꽃놀이를 연상케 한다."
늘푸른 펜션,철원군,"늘푸른펜션은 철원의 관광명소인 고석정 앞에 자리하고 있는 펜션이다. 펜션 주변에는 한탄강 뱃놀이와 고석정랜드, 온천욕, 전적관 등이 있어 가족과 함께하거나 연인끼리 데이트하기에 제격인 곳이다. 유럽형 목조건축물로 넓은 데크로 별도의 휴식공간이 있어 편안함을 준다."
꿈의궁전모텔,철원군,"꿈의궁전모텔은 강원도 철원군에 위치한 모텔로, 북주산 자연휴양림이 근거리에 자리하고 있으며 안보 관광의 중심지에 있다. 북주산 자연휴양림이 입산 통제에서 해제된 지 얼마 안 된 곳이라 오염되지 않은 천혜의 자연을 간직하고 있어 아름다운 자연경관을 감상할 수 있는 곳이다. 지상 6층으로 건립된 모텔은 24개의 다양한 형태의 객실이 마련되어 있고 카페, 헬스장, 세탁실과 같은 부대 시설이 갖추어져 있으며 객실 내 취사는 불가하다. 주변에 철원 DMZ 안보 견학, 삼부연폭포, 심원사, 한탄강 주상절리 등 다양한 관광지를 둘러볼 수 있다."
대명관광호텔,철원군,"대명관광호텔은 강원도 철원군 서면에 위치한 3성급 호텔이다. 호텔은 복주산 자연휴양림과 인접해 있으며, 승리 전망대와도 가까운 거리에 있어 철원의 안보 관광을 즐길 수 있다. 6층 규모로, 총 48개의 객실을 보유하고 있으며, 객실 유형은 일반실, 특실, 스위트룸으로 나뉜다. 객실에는 에어컨, TV, 인터넷, 냉장고, 세면도구, 드라이기 등이 구비되어 있다. 레스토랑, 연회장, 피트니스 센터 등의 부대 시설이 마련되어 있으며 회의나 세미나 등을 진행할 수 있는 비즈니스센터 등도 있다. 호텔은 철원 시외버스터미널에서 차로 약 20분 거리에 있다.
호텔 주변에는 관광명소가 많다. 북한의 전통문화를 체험할 수 있는 곳으로, 북한 민가와 농기구, 의상 등을 볼 수 있는 쉬리마을과 한탄강의 협곡으로, 맑은 물과 울창한 숲을 감상할 수 있는 순담계곡도 주변에 있어 함께 둘러볼 만하다. 이 호텔에서는 카트조이와 연계하여 카트 레저 스포츠를 즐길 수 있는 패키지 상품도 제공하고 있다."
드림파크모텔,철원군,"드림파크모텔은 철원 고석정 관광단지에 위치한 모텔이다. 이 모텔은 가까운 거리 내에 고석정 관광단지가 위치하며 안보 관광과 체험 관광을 즐길 수 있는 곳으로 어린 자녀들에게는 산교육장이다. 제2땅굴, 철의삼각지, 월정역, 노동당 청사 등이 가까이 있다. 지하 1층에서 지상 3층으로 건립되어 있으며, 총 29개의 객실을 보유하고 있고 객실은 온돌방과 침대방으로 나뉘어 있다. 각각의 객실에는 에어컨, TV, PC, 냉장고, 세면도구, 드라이기 등이 구비되어 있으며 객실의 가격은 시즌과 요일에 따라 다르므로 전화로 문의해야 한다. 주변에 스포츠 활동을 즐길 수 있는 래프팅이나 번지점프, 서바이벌, 고석정랜드 등이 있다."
춘천베어스관광호텔,춘천시,"춘천에 위치한 춘천베어스호텔의 경우 걸어서 15분 이내 거리에 KT&G 상상마당 춘천 아트 센터 및 춘천 문화예술회관 등이 있습니다. 이 호텔에서 남이섬까지는 26.3km 떨어져 있으며, 16.6km 거리에는 엘리시안 강촌 스키 리조트도 있습니다.
이 호텔에서는 근처 무료 주차 및 지정 흡연 구역 등을 이용하실 수 있습니다.
호텔에 있는 커피숍/카페에서는 간단하고 맛있는 음식을 즐기실 수 있습니다.
대표적인 편의 시설과 서비스로는 무료 유선 인터넷, 24시간 운영 비즈니스 센터, 24시간 운영되는 프런트 데스크 등이 있습니다.
에어컨이 설치된 78개의 객실에는 냉장고 및 평면 TV도 갖추어져 있어 편하게 머무실 수 있습니다. 무료 무선 인터넷을 이용하실 수 있으며 케이블 채널 프로그램도 구비되어 있어 지루하지 않게 시간을 보내실 수 있습니다. 욕조 또는 샤워 시설을 갖춘 욕실이 마련되어 있습니다. 편의 시설/서비스로는 무료 생수 등이 있으며 객실 정돈 서비스는 매일 제공됩니다"
레고랜드호텔,춘천시,"LEGOLAND? 리조트는 춘천역에서 차로 약 2분 거리에 있으며, 하중도 생태공원과 공지천 유원지는 차로 약 5분 이내면 가실 수 있습니다.
국내 최초 LEGO? 테마 객실인 LEGOLAND? 호텔은 동절기 파크 미운영일에도 연중무휴로 운영되며, 투숙객께서는 특별히 파크 내 빅샵과 LEGO? 팩토리 어드벤처 라이드를 이용하실 수 있습니다.
연령별 LEGO? 만들기 체험 프로그램이 제공되는 '크리에이티브 워크샵', 아이들을 위한 놀이공간 ‘어드벤처 플레이 놀이터', 호텔 손님 전용 액티비티 프로그램을 즐길 수 있는 ‘키즈 그라운드' 외에도 매 시즌마다 다양한 재미를 선사하는 공연 및 이벤트 등 온 가족이 즐길 수 있는 다양한 프로그램과 LEGO? 경험을 제공하고 있습니다."
호텔공지천,춘천시,"춘천에서 강변에 위치한 호스텔 에스파스에 머무실 경우 10분 정도 걸으면 축제극장 몸짓 및 춘천종합운동장에 가실 수 있습니다. 이 호스텔에서 남이섬까지는 28.5km 떨어져 있으며, 19.7km 거리에는 엘리시안 강촌 스키 리조트도 있습니다.

무료 무선 인터넷 및 자판기 등의 편의 시설/서비스를 이용하실 수 있습니다.

호스텔에 있는 커피숍/카페에서는 간단하고 맛있는 음식을 즐기실 수 있습니다.

대표적인 편의 시설과 서비스로는 공용 구역에서의 커피/차, 공용 구역의 전자레인지, 공용 구역의 냉장고 등이 있습니다. 시설 내에서 무료 셀프 주차 이용이 가능합니다.

LED TV 시청이 가능한 16개 객실이 마련되어 있습니다. 공용 주방에서 요리를 직접 준비하실 수도 있습니다. 무료 무선 인터넷을 이용하실 수 있으며 디지털 채널 프로그램도 구비되어 있어 지루하지 않게 시간을 보내실 수 있습니다. 샤워 시설을 갖춘 전용 욕실에는 무료 세면용품 및 헤어드라이어도 마련되어 있습니다."
에스파스호스텔,춘천시,"춘천 중심에 자리한 도도스테이에 머무실 경우 15분 정도 걸으면 춘천 명동거리 및 육림고개에 가실 수 있습니다. 이 게스트하우스에서 남이섬까지는 30.1km 떨어져 있으며, 20.9km 거리에는 엘리시안 강촌 스키 리조트도 있습니다.
이 금연 게스트하우스에는 근처 무료 주차 및 근처의 자전거 대여 등이 마련되어 있습니다.
대표적인 편의 시설과 서비스로는 간편 체크아웃, 짐 보관, 세탁 시설 등이 있습니다. 시설 내에서 무료 셀프 주차 이용이 가능합니다.
"
도도스테이,춘천시,"호텔 인트로 춘천은(는) 여행이나 출장으로 바쁜 하루를 보낸 후 휴식을 취하기에 완벽한 곳입니다.

모든 객실은 금연 구역입니다.

또한, 호텔에는 정원 등의 시설도 있습니다. 보다 편안하게 지내실 수 있도록 짐 보관 서비스도 숙소에 준비되어 있습니다.

차를 타고 오시는 고객님은 호텔 주차장을 이용하실 수 있습니다."
호텔 인트로,춘천시,"강촌의 중심지에 2001년 부터 시작된 100년생 느티나무와 아름다운 정원을 가진 유럽 풍 콘도형 펜션이다. 물안개 뽀얀 북한강가에 자리잡고 있다. 강촌 전철역에서 도로를 따라 약 800m 걸어서 10분 쯤 내려오면 강촌랜드(바이킹놀이장) 옆 왼쪽에 있다. 강촌유원지 중심가에 자리 잡아 다양한 체험과 레저시설, 편의시설, 대중교통 등을 이용하기 편하다. 넓은 주차장과 꽃 나무정원이 어우러진 펜션으로  편안하게 쉬기 좋다.

※ 웰컴투춘천추진협의회 2014년 숙박 부문 서비스왕 표창패 수여 업소"
강촌 느티나무마을펜션,춘천시,"춘천시 봉의동에 위치한 춘천세종관광호텔은 1등급의 호텔로 지하 1층, 지상 3층의 별관 2개 동을 갖춘 숙박 시설이다. 춘천역에서 차로 5분, 춘천버스터미널에서 8분 정도의 거리에 위치하고 있다. 안락하고 편안한 객실 63실을 보유하고 있으며 부대시설로 한식당 및 양식당, 커피숍 등이 마련되어 있다. 
춘천세종관광호텔이 자랑하는 한·양식당 ‘오크룸’은 엄선된 식자재로 특급 주방장이 다양한 메뉴를 선보인다. 격조 높은 실내 분위기와 친절하고 세련된 서비스로 고객 여러분께 최대의 만족을 선사한다. 소규모 회의를 비롯해 각종 세미나, 심포지엄, 대규모 행사에 이르기까지 모임의 성격과 특징에 따라 언제나 편리하게 이용할 수 있는 연회시설도 마련되어 있다. 각 연회장에는 음향, 조명 및 영사시설 등 최첨단의 장비가 갖추어져 있어 고객의 중요한 행사를 성공으로 이끌어준다.
춘천 중심가의 봉의산에 자리한 춘천세종관광호텔은 정원이 잘 가꾸어진 내 집 같은 안락함이 있는 호텔이다. 조용하고 아늑한 분위기가 흐르는 정원이 아름다운 춘천세종관광호텔에서 휴양지의 편안함을 느껴보길 바란다."
춘천세종호텔,춘천시,낭만이 넘치는 강촌의 중심지에 위치하고 있으며 사랑하는 연인 또는 친구들과 좋은 추억을 만드는 다양하게 꾸며진 아기자기한 펜션이다. 밤이면 아름다운 별빛을 감상할 수 있고 다양한 서비스와 부대시설을 겸비하고 있어 추억을 만들 수 있는 공간이다. 강촌역 150m 거리에 위치해 있다.
강촌w펜션,춘천시,잠깐 빌리세요! 즐겁게 여행하려면 가볍게 여행해야합니다.강촌 잠빌펜션은 무제한 바베큐 패키지가 있습니다.(예약 필수)바베큐파티 기대하셔도 좋습니다. 반려견과 함께 즐거운 여행 되시길 바랍니다!
강촌잠빌펜션,춘천시,수한예는 호반의 도시 춘천의 정식 허가 받은 반려견 동반 가능한 감성 단독 숙소이다. 엔틱을 좋아해서 여러가지의 소품들이 많은 공간이다. 지친 일상에 편안한 휴식을 제공 할 수 있도록 항상 최선을 다하겠다!
